1;0;3215.00;12.42;668.00;0.00;0.36
2;0;1595.00;10.12;637.00;0.00;0.28
3;0;301.00;11.10;31.00;0.00;1.28
4;0;168.00;10.87;849.00;0.00;0.32
5;0;2739.00;12.15;535.00;0.00;0.32
6;0;3824.00;11.02;476.00;0.00;0.20
7;0;3378.00;12.92;1135.00;0.00;0.16
8;0;2879.00;10.37;1136.00;0.00;0.32
9;0;1037.00;11.05;367.00;0.00;0.32
10;0;175.00;10.40;741.00;0.00;0.44
11;0;895.00;10.70;1599.00;0.00;0.24
12;0;1912.00;10.00;277.00;0.00;0.32
13;0;3169.00;9.70;503.00;0.00;0.24
14;0;447.00;11.72;2023.00;0.00;1.16
15;0;1720.00;10.02;1432.00;0.00;0.28
16;0;823.00;10.70;485.00;0.00;0.24
17;0;4023.00;10.70;32.00;0.00;1.36
18;0;1928.00;11.77;1984.00;0.00;1.44
19;0;3844.00;10.22;1501.00;0.00;0.36
20;0;2359.00;11.52;861.00;0.00;0.32
21;0;3902.00;11.02;31.00;0.00;1.28
22;0;2996.00;10.30;588.00;0.00;0.36
23;0;2646.00;10.00;526.00;0.00;0.36
24;0;1431.00;11.42;1986.00;0.00;1.36
25;0;1519.00;9.95;1369.00;0.00;0.24
26;0;2046.00;11.82;671.00;0.00;0.28
27;0;868.00;10.05;692.00;0.00;0.28
28;0;1850.00;11.50;80.00;0.00;1.88
29;0;200.00;9.80;134.00;0.00;1.28
30;0;2166.00;23.00;1141.00;0.00;0.32
31;0;1496.00;13.27;2026.00;0.00;1.04
32;0;2137.00;11.02;937.00;0.00;0.24
33;0;690.00;11.05;26.00;0.00;1.24
34;0;809.00;11.25;77.00;0.00;1.64
35;0;3125.00;11.22;577.00;0.00;0.28
36;0;188.00;10.60;1971.00;0.00;1.08
37;0;3593.00;13.35;781.00;0.00;0.28
38;0;3786.00;9.77;1389.00;0.00;0.36
39;0;3097.00;10.60;546.00;0.00;0.28
40;0;3013.00;9.90;944.00;0.00;0.32
41;0;3001.00;11.42;134.00;0.00;1.28
42;0;2159.00;10.15;76.00;0.00;1.12
43;0;1988.00;11.02;1355.00;0.00;0.24
44;0;2158.00;11.62;1237.00;0.00;0.32
45;0;3833.00;9.92;1958.00;0.00;0.88
46;0;3223.00;11.25;955.00;0.00;0.20
47;0;3803.00;11.92;1023.00;0.00;0.36
48;0;1744.00;10.00;353.00;0.00;0.24
49;0;79.00;11.22;2024.00;0.00;1.08
50;0;2804.00;16.22;571.00;0.00;0.32
51;0;2916.00;10.60;799.00;0.00;0.36
52;0;2647.00;10.20;576.00;0.00;0.36
53;0;866.00;10.87;376.00;0.00;0.28
54;0;1958.00;10.20;1064.00;0.00;0.28
55;0;3929.00;10.07;83.00;0.00;1.28
56;0;1648.00;10.90;73.00;0.00;1.20
57;0;1797.00;13.50;2005.00;0.00;1.36
58;0;3155.00;9.90;617.00;0.00;0.32
59;0;1169.00;11.45;764.00;0.00;0.32
60;0;666.00;16.67;2026.00;0.00;0.96
61;0;1966.00;10.97;1442.00;0.00;0.40
62;0;2234.00;12.10;955.00;0.00;0.28
63;0;1640.00;10.10;1977.00;0.00;0.96
64;0;1708.00;10.00;896.00;0.00;0.32
65;0;3344.00;9.85;1967.00;0.00;1.12
66;0;2068.00;10.12;1492.00;0.00;0.36
67;0;1850.00;10.32;1181.00;0.00;0.36
68;0;3289.00;11.17;1222.00;0.00;0.36
69;0;2843.00;12.50;1064.00;0.00;0.28
70;0;351.00;9.90;373.00;0.00;0.28
71;0;1155.00;11.15;316.00;0.00;0.32
72;0;2851.00;9.95;776.00;0.00;0.32
73;0;1248.00;10.00;1218.00;0.00;0.28
74;0;3815.00;9.70;647.00;0.00;0.32
75;0;514.00;10.20;443.00;0.00;0.28
76;0;2916.00;10.87;633.00;0.00;0.28
77;0;1464.00;10.27;1233.00;0.00;0.32
78;0;1488.00;11.52;23.00;0.00;0.92
79;0;1295.00;10.02;1225.00;0.00;0.32
80;0;3836.00;12.05;1432.00;0.00;0.40
81;0;3131.00;12.02;98.00;0.00;0.64
82;0;3400.00;11.15;81.00;0.00;0.96
83;0;1196.00;12.00;46.00;0.00;1.08
84;0;3421.00;10.77;131.00;0.00;1.48
85;0;95.00;15.40;1102.00;0.00;0.32
86;0;3694.00;11.35;1371.00;0.00;0.40
87;0;2212.00;11.92;18.00;0.00;1.00
88;0;2476.00;14.77;874.00;0.00;0.28
89;0;1231.00;10.17;246.00;0.00;0.32
90;0;3155.00;9.90;521.00;0.00;0.32
91;0;2288.00;16.50;485.00;0.00;0.24
92;0;3584.00;11.10;1205.00;0.00;0.36
93;0;714.00;10.57;707.00;0.00;0.32
94;0;2210.00;16.50;1551.00;0.00;0.40
95;0;811.00;11.27;356.00;0.00;0.28
96;0;255.00;10.05;1065.00;0.00;0.40
97;0;1547.00;10.05;1289.00;0.00;0.28
98;0;1353.00;10.10;113.00;0.00;1.04
99;0;794.00;11.55;331.00;0.00;0.32
100;0;2623.00;10.35;805.00;0.00;0.28
101;0;2967.00;11.05;39.00;0.00;1.56
102;0;1901.00;9.90;902.00;0.00;0.28
103;0;2740.00;16.52;450.00;0.00;0.28
104;0;2339.00;9.70;959.00;0.00;0.32
105;0;3284.00;11.05;705.00;0.00;0.28
106;0;3931.00;10.20;1065.00;0.00;0.28
107;0;1626.00;11.25;1258.00;0.00;0.32
108;0;3745.00;10.90;1980.00;0.00;1.64
109;0;744.00;9.95;520.00;0.00;0.32
110;0;3778.00;9.97;1216.00;0.00;0.32
111;0;2522.00;13.22;2011.00;0.00;1.60
112;0;2223.00;12.37;952.00;0.00;0.32
113;0;1859.00;10.10;1495.00;0.00;0.40
114;0;750.00;15.97;598.00;0.00;0.32
115;0;2128.00;10.95;1496.00;0.00;0.28
116;0;2732.00;11.12;1159.00;0.00;0.24
117;0;2675.00;11.02;822.00;0.00;0.32
118;0;2459.00;10.45;110.00;0.00;0.52
119;0;197.00;24.50;17.00;0.00;0.88
120;0;2616.00;11.15;2009.00;0.00;1.60
121;0;2176.00;10.85;594.00;0.00;0.32
122;0;54.00;9.72;107.00;0.00;1.00
123;0;1725.00;10.72;685.00;0.00;0.40
124;0;182.00;11.12;2026.00;0.00;1.08
125;0;3357.00;11.80;2021.00;0.00;1.16
126;0;1002.00;10.97;94.00;0.00;1.36
127;0;1132.00;11.75;766.00;0.00;0.28
128;0;3033.00;11.87;63.00;0.00;1.36
129;0;1929.00;11.40;1518.00;0.00;0.32
130;0;2585.00;12.17;77.00;0.00;1.16
131;0;1911.00;10.75;572.00;0.00;0.32
132;0;3645.00;10.12;1478.00;0.00;0.32
133;0;1510.00;10.10;1386.00;0.00;0.36
134;0;360.00;13.00;2030.00;0.00;0.88
135;0;3666.00;10.80;937.00;0.00;0.32
136;0;2164.00;10.85;954.00;0.00;0.36
137;0;3715.00;11.25;855.00;0.00;0.32
138;0;1990.00;10.92;1070.00;0.00;0.32
139;0;2028.00;10.87;907.00;0.00;0.40
140;0;1448.00;10.47;113.00;0.00;0.96
141;0;3465.00;11.82;1191.00;0.00;0.32
142;0;1153.00;9.60;723.00;0.00;0.24
143;0;1838.00;10.17;1335.00;0.00;0.32
144;0;2105.00;11.72;1520.00;0.00;0.32
145;0;3471.00;14.15;980.00;0.00;0.32
146;0;633.00;15.25;15.00;0.00;0.80
147;0;1502.00;10.25;1433.00;0.00;0.24
148;0;3962.00;11.15;1983.00;0.00;1.48
149;0;2793.00;12.25;56.00;0.00;1.40
150;0;2072.00;16.10;1106.00;0.00;0.32
151;0;3525.00;11.47;1984.00;0.00;1.44
152;0;2576.00;10.20;125.00;0.00;1.16
153;0;3805.00;10.00;50.00;0.00;1.44
154;0;3368.00;11.20;992.00;0.00;0.28
155;0;2318.00;15.90;1111.00;0.00;0.32
156;0;2800.00;10.50;1975.00;0.00;1.48
157;0;3020.00;10.87;465.00;0.00;0.36
158;0;676.00;15.37;696.00;0.00;0.36
159;0;3449.00;10.32;1981.00;0.00;1.24
160;0;2188.00;10.90;1481.00;0.00;0.32
161;0;2824.00;9.90;795.00;0.00;0.36
162;0;184.00;11.42;432.00;0.00;0.32
163;0;3362.00;12.35;1026.00;0.00;0.32
164;0;3526.00;11.22;19.00;0.00;1.04
165;0;1935.00;10.02;407.00;0.00;0.36
166;0;1992.00;10.40;915.00;0.00;0.36
167;0;1193.00;13.30;2002.00;0.00;1.68
168;0;2321.00;12.45;269.00;0.00;0.28
169;0;956.00;15.62;473.00;0.00;0.32
170;0;981.00;11.20;1632.00;0.00;0.28
171;0;1536.00;9.82;864.00;0.00;0.28
172;0;2303.00;10.50;2025.00;0.00;1.12
173;0;483.00;10.00;409.00;0.00;0.36
174;0;2355.00;10.27;2015.00;0.00;1.24
175;0;2837.00;10.80;837.00;0.00;0.28
176;0;891.00;11.15;60.00;0.00;1.64
177;0;290.00;9.85;643.00;0.00;0.28
178;0;2572.00;9.80;1602.00;0.00;0.32
179;0;2019.00;10.85;1619.00;0.00;0.40
180;0;2520.00;11.15;990.00;0.00;0.40
181;0;284.00;14.40;2005.00;0.00;1.56
182;0;1254.00;11.05;1975.00;0.00;1.48
183;0;2288.00;9.60;227.00;0.00;0.20
184;0;655.00;9.80;1412.00;0.00;0.32
