0;0;0;0;land;false;unknown;0
1;195;211;236;land;false;mountain;1
2;193;220;88;land;false;plains;1
3;213;253;72;land;false;plains;1
4;143;144;225;land;false;forest;1
5;244;164;147;land;false;hills;1
6;221;247;192;land;false;hills;1
7;129;171;212;land;false;plains;1
8;166;239;106;land;false;plains;1
9;179;186;207;land;false;hills;1
10;227;171;106;land;true;forest;1
11;166;247;244;land;false;plains;1
12;195;213;135;land;false;plains;1
13;183;74;244;land;true;jungle;1
14;165;239;184;land;false;mountain;1
15;253;112;177;land;true;plains;1
16;249;73;254;land;false;marsh;1
17;218;212;161;land;false;plains;1
18;188;208;240;land;true;frozen;1
19;194;247;123;land;true;plains;1
20;186;186;130;land;false;jungle;1
21;235;174;211;land;false;plains;1
22;154;228;166;land;false;marsh;1
23;235;214;90;land;true;desert;1
24;140;204;177;land;true;frozen;1
25;235;233;72;land;true;plains;1
26;176;241;227;land;false;hills;1
27;197;90;223;land;false;forest;1
28;212;163;251;land;false;plains;1
29;185;169;176;land;true;plains;1
30;183;92;231;land;false;mountain;1
31;206;127;190;land;false;mountain;1
32;202;98;216;land;false;jungle;1
33;240;240;48;land;false;plains;1
34;132;205;245;land;false;frozen;1
35;222;174;108;land;false;plains;1
36;235;235;33;land;true;plains;1
37;86;207;235;land;false;hills;1
38;188;207;254;land;false;marsh;1
39;247;110;184;land;false;forest;1
40;155;196;223;land;true;plains;1
41;125;254;208;land;false;plains;1
42;116;173;237;land;true;plains;1
43;214;75;252;land;false;plains;1
44;211;122;196;land;false;plains;1
45;205;217;218;land;true;plains;1
46;230;232;230;land;false;plains;1
47;198;146;184;land;false;plains;1
48;161;234;144;land;true;plains;1
49;192;102;234;land;false;mountain;1
50;154;195;254;land;false;mountain;1
51;222;109;249;land;false;plains;1
52;230;136;180;land;false;desert;1
53;161;254;185;land;false;mountain;1
54;249;176;226;land;false;plains;1
55;222;226;139;land;true;plains;1
56;244;143;199;land;false;plains;1
57;210;151;233;land;true;frozen;1
58;204;156;149;land;false;marsh;1
59;214;69;233;land;false;jungle;1
60;195;159;232;land;false;mountain;1
61;204;186;113;land;false;plains;1
62;227;110;246;land;false;plains;1
63;243;242;235;land;true;frozen;1
64;242;235;249;land;true;plains;1
65;238;91;194;land;true;frozen;1
66;209;199;111;land;false;forest;1
67;208;160;136;land;false;plains;1
68;190;181;195;land;false;plains;1
69;146;165;251;land;false;forest;1
70;181;151;248;land;true;plains;1
71;75;236;192;land;false;hills;1
72;79;212;210;land;false;plains;1
73;183;211;160;land;true;forest;1
74;218;149;163;land;true;plains;1
75;230;161;204;land;false;plains;1
76;229;156;165;land;false;desert;1
77;201;132;169;land;false;plains;1
78;188;207;129;land;false;plains;1
79;228;166;145;land;true;plains;1
80;252;105;148;land;false;hills;1
81;235;46;252;land;false;plains;1
82;121;190;248;land;false;plains;1
83;180;228;129;land;false;plains;1
84;240;118;187;land;true;forest;1
85;228;224;135;land;false;hills;1
86;248;237;196;land;false;plains;1
87;222;114;234;land;false;mountain;1
88;231;122;248;land;false;mountain;1
89;249;222;248;land;false;forest;1
90;126;163;241;land;false;jungle;1
91;161;202;162;land;false;mountain;1
92;205;91;206;land;false;plains;1
93;245;221;112;land;false;hills;1
94;175;173;229;land;false;mountain;1
95;237;221;74;land;false;forest;1
96;248;236;106;land;false;hills;1
97;12;251;252;land;true;plains;1
98;243;167;159;land;true;plains;1
99;115;155;241;land;false;hills;1
100;115;153;254;land;false;desert;1
101;141;212;253;land;false;plains;1
102;212;190;200;land;true;urban;1
103;114;181;213;land;false;mountain;1
104;237;102;171;land;false;plains;1
105;244;213;145;land;false;forest;1
106;248;220;75;land;false;hills;1
107;254;194;213;land;false;hills;1
108;89;197;242;land;true;hills;1
109;234;164;159;land;false;plains;1
110;245;208;49;land;true;plains;1
111;232;178;91;land;true;frozen;1
112;167;121;228;land;false;plains;1
113;225;207;207;land;false;hills;1
114;247;231;149;land;false;mountain;1
115;225;244;89;land;false;hills;1
116;166;175;163;land;false;plains;1
117;252;182;75;land;false;hills;1
118;94;221;213;land;true;plains;1
119;151;146;241;land;false;mountain;1
120;49;228;238;land;false;frozen;1
121;104;243;204;land;false;jungle;1
122;240;222;150;land;true;plains;1
123;185;252;171;land;false;plains;1
124;204;210;123;land;false;mountain;1
125;212;149;250;land;false;frozen;1
126;150;208;220;land;true;frozen;1
127;154;187;183;land;false;jungle;1
128;232;65;240;land;false;plains;1
129;229;226;209;land;false;plains;1
130;156;211;159;land;false;plains;1
131;237;175;211;land;false;plains;1
132;217;156;142;land;false;plains;1
133;222;244;110;land;true;plains;1
134;245;141;155;land;false;mountain;1
135;200;238;224;land;false;plains;1
136;173;222;170;land;false;plains;1
137;206;235;214;land;false;plains;1
138;155;179;197;land;false;plains;1
139;240;185;137;land;false;forest;1
140;166;251;190;land;true;plains;1
141;227;224;134;land;false;plains;1
142;140;161;226;land;true;jungle;1
143;177;193;227;land;true;urban;1
144;212;247;215;land;true;hills;1
145;243;127;240;land;false;plains;1
146;179;103;245;land;false;mountain;1
147;200;213;214;land;true;hills;1
148;196;174;224;land;true;hills;1
149;248;153;145;land;false;plains;1
150;13;244;244;land;false;hills;1
151;195;248;215;land;true;hills;1
152;181;226;140;land;true;forest;1
153;167;146;190;land;false;plains;1
154;177;139;251;land;false;desert;1
155;200;250;114;land;false;mountain;1
156;249;201;117;land;true;frozen;1
157;223;241;149;land;false;jungle;1
158;214;190;111;land;false;mountain;1
159;85;245;193;land;true;frozen;1
160;231;177;190;land;false;plains;1
161;155;121;237;land;false;plains;1
162;247;74;194;land;false;plains;1
163;248;217;192;land;false;plains;1
164;212;174;165;land;false;plains;1
165;187;213;190;land;false;jungle;1
166;160;241;189;land;false;plains;1
167;248;210;148;land;true;frozen;1
168;250;122;187;land;false;plains;1
169;176;176;186;land;false;mountain;1
170;165;158;180;land;false;plains;1
171;238;202;197;land;true;plains;1
172;225;145;178;land;false;mountain;1
173;238;222;156;land;true;plains;1
174;232;186;212;land;false;frozen;1
175;243;241;207;land;false;desert;1
176;149;230;155;land;false;frozen;1
177;229;97;202;land;false;forest;1
178;238;140;215;land;true;plains;1
179;250;125;150;land;true;marsh;1
180;114;250;196;land;false;forest;1
181;199;150;191;land;true;hills;1
182;244;202;148;land;true;frozen;1
183;186;168;228;land;true;plains;1
184;194;226;219;land;true;plains;1
185;73;244;234;land;true;frozen;1
186;233;214;178;land;true;plains;1
187;240;251;201;land;false;plains;1
188;111;220;175;land;false;forest;1
189;59;224;239;land;false;hills;1
190;199;201;243;land;true;plains;1
191;171;221;245;land;false;plains;1
192;189;207;202;land;false;mountain;1
193;254;161;102;land;false;hills;1
194;116;200;235;land;true;frozen;1
195;220;226;78;land;false;mountain;1
196;152;248;215;land;true;plains;1
197;204;126;186;land;false;desert;1
198;192;103;244;land;false;plains;1
199;229;154;242;land;false;plains;1
200;140;249;221;land;false;forest;1
201;172;254;228;land;true;plains;1
202;190;189;192;land;false;hills;1
203;95;233;222;land;false;hills;1
204;199;115;195;land;false;plains;1
205;251;243;56;land;true;hills;1
206;156;213;212;land;false;hills;1
207;230;230;186;land;false;plains;1
208;136;247;207;land;false;plains;1
209;243;186;164;land;false;desert;1
210;210;227;170;land;true;hills;1
211;185;229;250;land;false;hills;1
212;196;115;190;land;false;plains;1
213;136;157;248;land;true;forest;1
214;199;210;120;land;false;mountain;1
215;249;225;195;land;false;plains;1
216;168;188;250;land;false;plains;1
217;96;243;241;land;false;plains;1
218;150;153;254;land;false;mountain;1
219;191;198;249;land;false;plains;1
220;226;107;173;land;false;plains;1
221;242;88;229;land;false;hills;1
222;241;227;164;land;false;forest;1
223;177;173;156;land;true;forest;1
224;58;250;212;land;false;plains;1
225;47;56;53;sea;false;ocean;1
226;101;196;243;land;false;hills;1
227;164;254;221;land;false;plains;1
228;224;161;222;land;false;plains;1
229;254;39;232;land;false;plains;1
230;202;200;135;land;false;plains;1
231;119;168;215;land;false;plains;1
232;182;150;199;land;false;mountain;1
233;160;222;165;land;true;frozen;1
234;232;126;209;land;true;plains;1
235;30;242;239;land;true;plains;1
236;48;243;221;land;false;mountain;1
237;164;185;153;land;false;plains;1
238;121;238;231;land;false;hills;1
239;196;189;163;land;false;hills;1
240;192;212;231;land;true;plains;1
241;89;198;231;land;false;forest;1
242;69;240;218;land;false;mountain;1
243;206;128;174;land;false;plains;1
244;174;237;119;land;false;plains;1
245;202;159;237;land;true;frozen;1
246;199;166;158;land;false;hills;1
247;220;133;150;land;false;plains;1
248;229;211;100;land;false;hills;1
249;202;124;252;land;false;plains;1
250;214;189;216;land;false;marsh;1
251;234;191;251;land;false;hills;1
252;213;118;250;land;false;mountain;1
253;60;56;68;sea;false;ocean;1
254;205;251;144;land;false;hills;1
255;239;191;195;land;false;forest;1
256;198;236;150;land;true;plains;1
257;200;92;237;land;false;mountain;1
258;48;227;242;land;false;plains;1
259;223;75;228;land;true;plains;1
260;155;244;124;land;false;hills;1
261;232;238;183;land;false;hills;1
262;157;162;189;land;false;plains;1
263;230;115;158;land;false;forest;1
264;154;221;209;land;true;frozen;1
265;182;250;130;land;true;forest;1
266;227;185;243;land;false;frozen;1
267;188;222;179;land;false;plains;1
268;153;206;186;land;false;forest;1
269;166;164;210;land;false;mountain;1
270;133;149;243;land;false;forest;1
271;109;253;192;land;false;marsh;1
272;254;221;154;land;false;plains;1
273;254;141;173;land;true;plains;1
274;142;182;214;land;false;desert;1
275;225;168;182;land;false;plains;1
276;195;170;190;land;false;plains;1
277;254;186;120;land;false;plains;1
278;150;245;181;land;false;plains;1
279;140;224;139;land;false;desert;1
280;109;251;176;land;false;hills;1
281;193;163;166;land;false;hills;1
282;150;228;212;land;true;plains;1
283;70;233;215;land;false;desert;1
284;180;134;190;land;false;plains;1
285;211;174;163;land;false;hills;1
286;238;191;174;land;false;forest;1
287;195;117;222;land;false;hills;1
288;112;243;250;land;false;plains;1
289;236;163;107;land;false;plains;1
290;215;204;135;land;false;mountain;1
291;123;130;249;land;false;mountain;1
292;189;208;224;land;false;hills;1
293;197;221;215;land;false;forest;1
294;149;223;208;land;false;plains;1
295;209;194;128;land;true;plains;1
296;249;251;51;land;false;mountain;1
297;193;111;251;land;false;desert;1
298;235;93;248;land;false;plains;1
299;186;132;191;land;false;plains;1
300;91;197;252;land;true;hills;1
301;233;47;229;land;false;plains;1
302;171;219;141;land;false;mountain;1
303;215;225;100;land;false;plains;1
304;231;216;250;land;true;plains;1
305;169;207;243;land;false;hills;1
306;207;232;98;land;true;plains;1
307;150;240;200;land;false;plains;1
308;69;202;231;land;false;hills;1
309;90;217;206;land;false;mountain;1
310;239;218;135;land;false;desert;1
311;212;181;247;land;false;urban;1
312;253;142;245;land;false;mountain;1
313;235;19;251;land;false;hills;1
314;232;208;112;land;false;frozen;1
315;213;238;223;land;false;plains;1
316;227;134;196;land;false;plains;1
317;193;232;163;land;false;forest;1
318;160;243;141;land;false;hills;1
319;171;247;129;land;false;marsh;1
320;207;205;224;land;false;hills;1
321;218;121;233;land;false;forest;1
322;186;252;239;land;false;frozen;1
323;209;160;199;land;true;plains;1
324;205;196;124;land;false;plains;1
325;212;80;211;land;false;hills;1
326;175;160;245;land;false;forest;1
327;241;129;173;land;false;jungle;1
328;223;150;135;land;false;plains;1
329;104;215;252;land;false;plains;1
330;226;197;173;land;false;plains;1
331;211;56;248;land;true;plains;1
332;109;252;243;land;false;mountain;1
333;246;138;117;land;false;forest;1
334;149;229;211;land;true;mountain;1
335;197;136;198;land;true;plains;1
336;227;90;185;land;false;mountain;1
337;225;143;166;land;false;desert;1
338;251;56;209;land;false;plains;1
339;149;138;237;land;false;plains;1
340;208;173;165;land;false;plains;1
341;66;203;254;land;false;mountain;1
342;243;217;223;land;false;hills;1
343;131;220;167;land;true;plains;1
344;246;207;52;land;false;plains;1
345;163;219;217;land;false;plains;1
346;219;75;223;land;false;plains;1
347;233;71;237;land;false;plains;1
348;210;223;76;land;false;hills;1
349;242;168;172;land;true;urban;1
350;198;149;213;land;true;plains;1
351;247;224;49;land;false;mountain;1
352;137;195;241;land;false;hills;1
353;230;155;235;land;false;plains;1
354;237;248;89;land;false;mountain;1
355;198;245;229;land;false;hills;1
356;221;111;216;land;false;plains;1
357;106;235;231;land;false;plains;1
358;207;114;198;land;true;frozen;1
359;253;84;186;land;false;plains;1
360;181;126;196;land;false;hills;1
361;212;147;242;land;false;plains;1
362;237;121;166;land;true;frozen;1
363;245;179;160;land;true;plains;1
364;247;124;203;land;false;plains;1
365;216;232;140;land;false;marsh;1
366;203;187;165;land;false;hills;1
367;226;178;252;land;false;plains;1
368;184;221;191;land;true;frozen;1
369;227;233;86;land;true;jungle;1
370;41;220;245;land;false;frozen;1
371;254;194;204;land;false;desert;1
372;212;246;62;land;false;marsh;1
373;191;167;212;land;false;plains;1
374;204;128;240;land;true;frozen;1
375;166;245;230;land;false;plains;1
376;155;253;195;land;false;hills;1
377;198;194;228;land;false;plains;1
378;83;204;245;land;true;plains;1
379;212;83;238;land;false;plains;1
380;140;221;206;land;false;hills;1
381;185;251;136;land;false;marsh;1
382;174;237;236;land;false;plains;1
383;240;65;197;land;true;forest;1
384;209;237;103;land;true;urban;1
385;222;153;171;land;false;plains;1
386;150;190;164;land;false;hills;1
387;204;150;218;land;true;desert;1
388;254;240;8;land;false;plains;1
389;198;182;236;land;false;plains;1
390;168;197;182;land;false;forest;1
391;171;178;195;land;false;plains;1
392;240;159;212;land;false;frozen;1
393;228;165;217;land;true;plains;1
394;138;247;206;land;false;hills;1
395;201;188;181;land;false;forest;1
396;244;111;238;land;false;mountain;1
397;121;215;172;land;false;desert;1
398;181;134;206;land;true;plains;1
399;249;190;228;land;false;hills;1
400;241;201;165;land;false;plains;1
401;124;140;251;land;false;hills;1
402;254;34;222;land;false;hills;1
403;203;153;186;land;false;hills;1
404;177;227;226;land;false;desert;1
405;220;252;126;land;false;hills;1
406;188;142;205;land;false;forest;1
407;241;145;194;land;false;plains;1
408;53;246;220;land;false;mountain;1
409;151;163;199;land;false;desert;1
410;189;143;247;land;true;plains;1
411;189;211;222;land;false;plains;1
412;188;112;206;land;false;plains;1
413;93;247;191;land;true;plains;1
414;147;252;246;land;false;hills;1
415;137;179;192;land;true;frozen;1
416;166;103;241;land;false;mountain;1
417;246;239;195;land;false;forest;1
418;190;151;164;land;true;urban;1
419;240;28;237;land;false;mountain;1
420;163;207;207;land;true;plains;1
421;212;251;40;land;false;desert;1
422;197;195;222;land;false;plains;1
423;242;142;209;land;false;plains;1
424;206;149;254;land;true;forest;1
425;206;238;93;land;false;marsh;1
426;249;239;48;land;false;plains;1
427;110;199;218;land;true;plains;1
428;250;219;44;land;false;jungle;1
429;133;208;183;land;false;plains;1
430;194;252;176;land;true;marsh;1
431;101;254;247;land;true;plains;1
432;81;223;237;land;false;plains;1
433;135;179;194;land;true;plains;1
434;249;80;174;land;false;mountain;1
435;89;229;235;land;false;hills;1
436;211;248;213;land;false;desert;1
437;185;237;104;land;false;mountain;1
438;144;165;205;land;false;hills;1
439;189;246;126;land;true;plains;1
440;190;107;230;land;false;plains;1
441;224;187;248;land;false;marsh;1
442;201;157;253;land;false;forest;1
443;224;217;169;land;false;plains;1
444;210;141;245;land;false;hills;1
445;209;186;108;land;false;plains;1
446;232;205;78;land;false;plains;1
447;144;238;153;land;false;mountain;1
448;206;106;230;land;true;plains;1
449;230;117;171;land;false;plains;1
450;236;140;188;land;false;marsh;1
451;165;214;206;land;false;forest;1
452;228;149;177;land;false;hills;1
453;184;243;160;land;false;plains;1
454;241;222;221;land;false;mountain;1
